iter	Passed	Remaining
1669	18594	14808
1670	18605	14797
1671	18615	14785
1672	18627	14775
1673	18649	14772
1674	18666	14765
1675	18692	14766
1676	18714	14763
1677	18733	14758
1678	18746	14749
1679	18757	14737
1680	18767	14725
1681	18777	14714
1682	18787	14702
1683	18799	14691
1684	18808	14678
1685	18817	14665
1686	18826	14653
1687	18836	14640
1688	18846	14628
1689	18855	14616
1690	18866	14604
1691	18876	14592
1692	18885	14579
1693	18894	14567
1694	18904	14554
1695	18914	14542
1696	18924	14530
1697	18933	14517
1698	18944	14506
1699	18953	14493
1700	18963	14481
1701	18972	14469
1702	18983	14458
1703	18997	14448
1704	19008	14437
1705	19017	14425
1706	19028	14413
1707	19039	14401
1708	19049	14390
1709	19059	14377
1710	19068	14365
1711	19079	14353
1712	19089	14342
1713	19099	14330
1714	19110	14318
1715	19122	14308
1716	19131	14295
1717	19142	14284
1718	19152	14272
1719	19161	14259
1720	19173	14249
1721	19184	14237
1722	19194	14225
1723	19205	14214
1724	19214	14202
1725	19225	14190
1726	19236	14179
1727	19247	14168
1728	19258	14156
1729	19269	14145
1730	19279	14133
1731	19289	14122
1732	19299	14109
1733	19309	14098
1734	19320	14087
1735	19330	14075
1736	19341	14063
1737	19353	14053
1738	19363	14041
1739	19373	14029
1740	19384	14017
1741	19395	14006
1742	19406	13995
1743	19417	13984
1744	19427	13971
1745	19437	13960
1746	19447	13948
1747	19458	13936
1748	19468	13925
1749	19479	13913
1750	19490	13902
1751	19501	13891
1752	19512	13880
1753	19523	13869
1754	19535	13858
1755	19544	13846
1756	19556	13835
1757	19567	13823
1758	19577	13812
1759	19588	13800
1760	19599	13789
1761	19610	13778
1762	19621	13767
1763	19631	13755
1764	19645	13746
1765	19656	13735
1766	19669	13725
1767	19682	13715
1768	19694	13704
1769	19705	13693
1770	19717	13683
1771	19729	13672
1772	19740	13661
1773	19752	13650
1774	19764	13640
1775	19775	13629
1776	19787	13618
1777	19799	13607
1778	19811	13597
1779	19823	13586
1780	19836	13577
1781	19850	13567
1782	19862	13557
1783	19874	13546
1784	19885	13535
1785	19897	13525
1786	19909	13514
1787	19920	13502
1788	19930	13491
1789	19941	13480
1790	19965	13477
1791	19988	13474
1792	20006	13467
1793	20019	13457
1794	20030	13446
1795	20040	13434
1796	20050	13422
1797	20059	13410
1798	20069	13398
1799	20079	13386
1800	20088	13373
1801	20098	13361
1802	20107	13349
1803	20117	13337
1804	20128	13325
1805	20138	13314
1806	20148	13302
1807	20159	13291
1808	20169	13278
1809	20179	13267
1810	20190	13255
1811	20200	13244
1812	20211	13232
1813	20222	13221
1814	20233	13210
1815	20243	13198
1816	20254	13187
1817	20263	13174
1818	20274	13163
1819	20284	13151
1820	20299	13142
1821	20309	13131
1822	20321	13120
1823	20334	13110
1824	20345	13098
1825	20355	13087
1826	20365	13075
1827	20377	13064
1828	20388	13053
1829	20398	13041
1830	20408	13030
1831	20418	13018
1832	20428	13006
1833	20440	12995
1834	20450	12983
1835	20462	12972
1836	20473	12961
1837	20483	12950
1838	20494	12938
1839	20504	12926
1840	20514	12915
1841	20526	12904
1842	20537	12893
1843	20548	12881
1844	20560	12870
1845	20570	12859
1846	20580	12847
1847	20591	12835
1848	20601	12824
1849	20611	12812
1850	20623	12801
1851	20634	12790
1852	20644	12779
1853	20674	12779
1854	20688	12769
1855	20698	12758
1856	20708	12746
1857	20718	12734
1858	20728	12722
1859	20738	12710
1860	20749	12699
1861	20759	12687
1862	20770	12676
1863	20780	12664
1864	20791	12652
1865	20801	12641
1866	20811	12629
1867	20821	12617
1868	20832	12606
1869	20843	12595
1870	20863	12589
1871	20874	12578
1872	20884	12566
1873	20894	12554
1874	20904	12542
1875	20914	12530
1876	20924	12518
1877	20934	12507
1878	20945	12496
1879	20956	12484
1880	20967	12473
1881	20978	12462
1882	20987	12450
1883	20999	12439
1884	21008	12427
1885	21018	12415
1886	21030	12404
1887	21040	12392
1888	21051	12381
1889	21062	12370
1890	21073	12359
1891	21085	12348
1892	21095	12336
1893	21106	12324
1894	21117	12313
1895	21127	12302
1896	21137	12290
1897	21147	12278
1898	21157	12266
1899	21167	12255
1900	21178	12243
1901	21188	12231
1902	21199	12220
1903	21210	12209
1904	21220	12197
1905	21230	12186
1906	21241	12174
1907	21251	12163
1908	21273	12158
1909	21297	12154
1910	21314	12146
1911	21327	12136
1912	21337	12124
1913	21348	12112
1914	21360	12102
1915	21370	12090
1916	21379	12078
1917	21388	12066
1918	21398	12053
1919	21407	12041
1920	21434	12039
1921	21447	12029
1922	21457	12017
1923	21466	12005
1924	21476	11993
1925	21485	11981
1926	21495	11969
1927	21505	11957
1928	21515	11945
1929	21525	11933
1930	21534	11921
1931	21545	11909
1932	21554	11898
1933	21564	11886
1934	21575	11875
1935	21585	11863
1936	21595	11851
1937	21606	11840
1938	21617	11828
1939	21627	11817
1940	21638	11805
1941	21648	11794
1942	21659	11782
1943	21669	11770
1944	21679	11759
1945	21689	11747
1946	21699	11735
1947	21710	11724
1948	21722	11713
1949	21733	11702
1950	21745	11692
1951	21757	11681
1952	21767	11669
1953	21778	11658
1954	21789	11647
1955	21799	11635
1956	21812	11625
1957	21826	11615
1958	21838	11604
1959	21851	11594
1960	21863	11584
1961	21878	11574
1962	21892	11565
1963	21906	11555
1964	21919	11545
1965	21932	11535
1966	21944	11524
1967	21956	11514
1968	21968	11503
1969	21980	11492
1970	21996	11483
1971	22008	11473
1972	22021	11462
1973	22034	11452
1974	22045	11441
1975	22056	11429
1976	22068	11419
1977	22080	11408
1978	22091	11397
1979	22103	11386
1980	22114	11375
1981	22125	11364
1982	22136	11352
1983	22146	11341
1984	22155	11329
1985	22166	11317
1986	22175	11305
1987	22186	11294
1988	22196	11282
1989	22207	11271
1990	22217	11259
1991	22227	11247
1992	22237	11236
1993	22249	11225
1994	22259	11213
1995	22269	11201
1996	22278	11189
1997	22288	11177
1998	22298	11166
1999	22309	11154
2000	22320	11143
2001	22330	11131
2002	22340	11119
2003	22350	11108
2004	22360	11096
2005	22371	11085
2006	22383	11074
2007	22393	11062
2008	22403	11051
2009	22414	11039
2010	22424	11028
2011	22434	11016
2012	22443	11004
2013	22452	10992
2014	22462	10980
2015	22472	10968
2016	22483	10957
2017	22494	10946
2018	22505	10934
2019	22515	10923
2020	22526	10912
2021	22537	10900
2022	22547	10889
2023	22557	10877
2024	22568	10866
2025	22592	10861
2026	22614	10855
2027	22633	10847
2028	22647	10838
2029	22659	10827
2030	22669	10815
2031	22682	10805
2032	22694	10794
2033	22703	10782
2034	22714	10771
2035	22724	10759
2036	22733	10747
2037	22744	10735
2038	22753	10724
2039	22764	10712
2040	22775	10701
2041	22785	10689
2042	22796	10678
2043	22805	10666
2044	22815	10654
2045	22825	10642
2046	22834	10630
2047	22844	10619
2048	22854	10607
2049	22866	10596
2050	22876	10585
2051	22886	10573
2052	22896	10561
2053	22907	10550
2054	22916	10538
2055	22927	10526
2056	22936	10515
2057	22946	10503
2058	22956	10491
2059	22966	10479
2060	22977	10468
2061	22987	10456
2062	22997	10445
2063	23006	10433
2064	23016	10421
2065	23026	10410
2066	23037	10398
2067	23047	10387
2068	23057	10375
2069	23067	10363
2070	23077	10352
2071	23087	10340
2072	23096	10328
2073	23107	10317
2074	23117	10305
2075	23129	10294
2076	23140	10283
2077	23149	10271
2078	23160	10260
2079	23171	10248
2080	23181	10237
2081	23191	10225
2082	23202	10214
2083	23213	10203
2084	23224	10192
2085	23235	10180
2086	23245	10169
2087	23255	10157
2088	23265	10145
2089	23275	10134
2090	23286	10123
2091	23296	10111
2092	23306	10099
2093	23316	10088
2094	23327	10076
2095	23339	10066
2096	23350	10054
2097	23360	10043
2098	23372	10032
2099	23382	10021
2100	23392	10009
2101	23403	9998
2102	23413	9986
2103	23425	9975
2104	23436	9964
2105	23447	9953
2106	23458	9942
2107	23470	9931
2108	23481	9920
2109	23492	9908
2110	23503	9897
2111	23514	9886
2112	23525	9875
2113	23536	9864
2114	23548	9853
2115	23558	9842
2116	23569	9830
2117	23581	9820
2118	23591	9808
2119	23603	9797
2120	23615	9786
2121	23627	9776
2122	23637	9764
2123	23647	9753
2124	23658	9741
2125	23668	9730
2126	23679	9718
2127	23689	9707
2128	23700	9696
2129	23711	9685
2130	23721	9673
2131	23733	9662
2132	23745	9651
2133	23755	9640
2134	23766	9628
2135	23777	9617
2136	23786	9606
2137	23797	9594
2138	23807	9583
2139	23817	9571
2140	23830	9561
2141	23840	9549
2142	23851	9538
2143	23863	9527
2144	23874	9516
2145	23885	9505
2146	23906	9497
2147	23926	9490
2148	23946	9482
2149	23961	9473
2150	23974	9462
2151	23984	9451
2152	24000	9442
2153	24018	9433
2154	24032	9423
2155	24044	9412
2156	24053	9400
2157	24063	9388
2158	24073	9377
2159	24082	9365
2160	24092	9353
2161	24102	9342
2162	24112	9330
2163	24122	9319
2164	24134	9308
2165	24146	9297
2166	24157	9286
2167	24168	9275
2168	24181	9264
2169	24192	9253
2170	24205	9242
2171	24216	9231
2172	24228	9220
2173	24240	9209
2174	24251	9198
2175	24262	9187
2176	24274	9176
2177	24284	9165
2178	24295	9154
2179	24308	9143
2180	24319	9132
2181	24330	9121
2182	24342	9110
2183	24354	9099
2184	24365	9088
2185	24376	9077
2186	24388	9066
2187	24397	9054
2188	24410	9043
2189	24421	9032
2190	24431	9021
2191	24443	9010
2192	24456	8999
2193	24467	8988
2194	24478	8977
2195	24489	8965
2196	24499	8954
2197	24511	8943
2198	24524	8933
2199	24535	8922
2200	24546	8910
2201	24556	8899
2202	24566	8887
2203	24577	8876
2204	24589	8865
2205	24600	8854
2206	24612	8843
2207	24623	8832
2208	24670	8833
2209	24702	8830
2210	24725	8823
2211	24737	8812
2212	24749	8801
2213	24761	8790
2214	24772	8779
2215	24783	8768
2216	24793	8756
2217	24804	8745
2218	24815	8733
2219	24824	8722
2220	24836	8711
2221	24846	8699
2222	24857	8688
2223	24869	8677
2224	24879	8665
2225	24889	8654
2226	24899	8642
2227	24910	8631
2228	24921	8620
2229	24931	8608
2230	24942	8597
2231	24953	8586
2232	24964	8575
2233	24974	8563
2234	24986	8552
2235	24997	8541
2236	25008	8529
2237	25018	8518
2238	25030	8507
2239	25042	8496
2240	25052	8485
2241	25064	8473
2242	25073	8462
2243	25084	8450
2244	25094	8439
2245	25104	8427
2246	25115	8416
2247	25125	8404
2248	25135	8393
2249	25146	8382
2250	25156	8370
2251	25169	8359
2252	25198	8354
2253	25219	8346
2254	25242	8339
2255	25262	8331
2256	25279	8322
2257	25294	8311
2258	25305	8300
2259	25314	8288
2260	25323	8277
2261	25334	8265
2262	25343	8253
2263	25354	8242
2264	25364	8230
2265	25374	8219
2266	25384	8207
2267	25394	8196
2268	25403	8184
2269	25412	8172
2270	25422	8160
2271	25433	8149
2272	25441	8137
2273	25452	8126
2274	25462	8114
2275	25472	8102
2276	25483	8091
2277	25493	8079
2278	25502	8068
2279	25512	8056
2280	25521	8044
2281	25531	8033
2282	25540	8021
2283	25552	8010
2284	25561	7998
2285	25572	7987
2286	25582	7975
2287	25592	7964
2288	25602	7952
2289	25612	7940
2290	25622	7929
2291	25633	7918
2292	25644	7907
2293	25653	7895
2294	25665	7884
2295	25676	7872
2296	25686	7861
2297	25696	7849
2298	25706	7838
2299	25716	7826
2300	25726	7815
2301	25736	7803
2302	25746	7792
2303	25756	7780
2304	25766	7769
2305	25777	7757
2306	25787	7746
2307	25798	7735
2308	25808	7723
2309	25818	7712
2310	25831	7701
2311	25844	7690
2312	25858	7680
2313	25869	7669
2314	25882	7658
2315	25894	7647
2316	25907	7636
2317	25918	7625
2318	25931	7615
2319	25943	7604
2320	25955	7593
2321	25966	7581
2322	25977	7570
2323	25989	7559
2324	26000	7548
2325	26010	7537
2326	26022	7526
2327	26033	7514
2328	26044	7503
2329	26055	7492
2330	26065	7480
2331	26076	7469
2332	26087	7458
2333	26097	7446
2334	26107	7435
2335	26117	7423
2336	26128	7412
2337	26139	7401
2338	26149	7389
2339	26159	7378
2340	26170	7366
2341	26180	7355
2342	26190	7343
2343	26199	7332
2344	26209	7320
2345	26219	7309
2346	26230	7298
2347	26242	7286
2348	26252	7275
2349	26262	7263
2350	26272	7252
2351	26283	7241
2352	26294	7230
2353	26304	7218
2354	26314	7207
2355	26324	7195
2356	26334	7184
2357	26344	7172
2358	26355	7161
2359	26368	7150
2360	26378	7139
2361	26389	7128
2362	26399	7116
2363	26410	7105
2364	26422	7094
2365	26433	7083
2366	26444	7071
2367	26456	7061
2368	26470	7050
2369	26483	7039
2370	26494	7028
2371	26505	7017
2372	26517	7006
2373	26530	6995
2374	26541	6984
2375	26554	6973
2376	26566	6963
2377	26578	6951
2378	26590	6941
2379	26602	6930
2380	26613	6918
2381	26626	6908
2382	26639	6897
2383	26653	6887
2384	26668	6876
2385	26681	6866
2386	26694	6855
2387	26706	6844
2388	26718	6833
2389	26731	6822
2390	26745	6812
2391	26756	6801
2392	26768	6789
2393	26780	6778
2394	26791	6767
2395	26803	6756
2396	26814	6745
2397	26824	6734
2398	26835	6722
2399	26845	6711
2400	26857	6700
2401	26868	6689
2402	26879	6678
2403	26889	6666
2404	26900	6655
2405	26910	6643
2406	26920	6632
2407	26930	6620
2408	26941	6609
2409	26951	6597
2410	26962	6586
2411	26973	6575
2412	26983	6564
2413	26993	6552
2414	27003	6541
2415	27013	6529
2416	27025	6518
2417	27034	6507
2418	27044	6495
2419	27053	6483
2420	27065	6472
2421	27075	6461
2422	27086	6450
2423	27099	6439
2424	27109	6428
2425	27120	6416
2426	27132	6405
2427	27143	6394
2428	27153	6383
2429	27163	6371
2430	27175	6360
2431	27185	6349
2432	27195	6337
2433	27206	6326
2434	27216	6315
2435	27228	6304
2436	27238	6292
2437	27248	6281
2438	27258	6269
2439	27268	6258
2440	27279	6247
2441	27289	6235
2442	27300	6224
2443	27311	6213
2444	27322	6202
2445	27332	6190
2446	27362	6183
2447	27378	6173
2448	27390	6162
2449	27400	6151
2450	27409	6139
2451	27419	6127
2452	27428	6116
2453	27440	6105
2454	27450	6093
2455	27461	6082
2456	27471	6071
2457	27484	6060
2458	27493	6048
2459	27503	6037
2460	27513	6025
2461	27523	6014
2462	27533	6003
2463	27542	5991
2464	27553	5980
2465	27563	5968
2466	27573	5957
2467	27583	5945
2468	27593	5934
2469	27603	5923
2470	27613	5911
2471	27623	5900
2472	27635	5889
2473	27645	5877
2474	27666	5868
2475	27676	5857
2476	27686	5845
2477	27695	5834
2478	27705	5822
2479	27717	5811
2480	27727	5800
2481	27739	5789
2482	27750	5778
2483	27761	5766
2484	27772	5755
2485	27783	5744
2486	27794	5733
2487	27805	5721
2488	27815	5710
2489	27827	5699
2490	27837	5688
2491	27848	5677
2492	27860	5665
2493	27879	5656
2494	27896	5646
2495	27911	5635
2496	27925	5625
2497	27936	5614
2498	27945	5602
2499	27955	5591
2500	27964	5579
2501	27974	5568
2502	27983	5556
2503	27992	5544
2504	28003	5533
2505	28012	5522
2506	28023	5510
2507	28033	5499
2508	28043	5488
2509	28054	5476
2510	28065	5465
2511	28077	5454
2512	28088	5443
2513	28098	5431
2514	28110	5420
2515	28121	5409
2516	28130	5398
2517	28141	5386
2518	28151	5375
2519	28162	5364
2520	28172	5352
2521	28183	5341
2522	28193	5330
2523	28204	5319
2524	28215	5307
2525	28225	5296
2526	28235	5285
2527	28247	5273
2528	28257	5262
2529	28268	5251
2530	28279	5240
2531	28295	5230
2532	28307	5218
2533	28319	5207
2534	28328	5196
2535	28339	5185
2536	28349	5173
2537	28359	5162
2538	28370	5151
2539	28382	5140
2540	28392	5128
2541	28402	5117
2542	28413	5106
2543	28424	5094
2544	28434	5083
2545	28446	5072
2546	28457	5061
2547	28468	5050
2548	28479	5038
2549	28489	5027
2550	28500	5016
2551	28510	5005
2552	28520	4993
2553	28531	4982
2554	28541	4971
2555	28552	4959
2556	28562	4948
2557	28573	4937
2558	28583	4925
2559	28594	4914
2560	28606	4903
2561	28617	4892
2562	28628	4881
2563	28638	4869
2564	28649	4858
2565	28659	4847
2566	28670	4836
2567	28681	4824
2568	28691	4813
2569	28704	4802
2570	28716	4791
2571	28728	4780
2572	28740	4769
2573	28752	4758
2574	28765	4747
2575	28777	4736
2576	28789	4725
2577	28800	4714
2578	28813	4703
2579	28825	4692
2580	28836	4681
2581	28847	4670
2582	28859	4659
2583	28870	4647
2584	28882	4636
2585	28894	4625
2586	28906	4614
2587	28917	4603
2588	28930	4592
2589	28942	4581
2590	28955	4570
2591	28967	4559
2592	28978	4548
2593	28990	4537
2594	29000	4526
2595	29012	4514
2596	29025	4504
2597	29037	4493
2598	29047	4481
2599	29059	4470
2600	29068	4459
2601	29079	4448
2602	29090	4436
2603	29099	4425
2604	29111	4414
2605	29122	4403
2606	29133	4391
2607	29144	4380
2608	29155	4369
2609	29165	4358
2610	29175	4346
2611	29186	4335
2612	29207	4325
2613	29227	4315
2614	29243	4305
2615	29257	4294
2616	29268	4283
2617	29279	4272
2618	29288	4260
2619	29298	4249
2620	29307	4237
2621	29317	4226
2622	29327	4215
2623	29337	4203
2624	29349	4192
2625	29360	4181
2626	29371	4170
2627	29382	4159
2628	29393	4147
2629	29403	4136
2630	29413	4125
2631	29424	4114
2632	29435	4102
2633	29445	4091
2634	29455	4080
2635	29466	4069
2636	29476	4057
2637	29486	4046
2638	29497	4035
2639	29507	4023
2640	29517	4012
2641	29528	4001
2642	29538	3989
2643	29548	3978
2644	29560	3967
2645	29569	3956
2646	29581	3944
2647	29591	3933
2648	29601	3922
2649	29612	3911
2650	29622	3899
2651	29632	3888
2652	29642	3877
2653	29652	3865
2654	29663	3854
2655	29674	3843
2656	29684	3832
2657	29695	3820
2658	29706	3809
2659	29715	3798
2660	29726	3787
2661	29737	3775
2662	29748	3764
2663	29759	3753
2664	29770	3742
2665	29781	3731
2666	29792	3719
2667	29803	3708
2668	29814	3697
2669	29824	3686
2670	29834	3674
2671	29844	3663
2672	29856	3652
2673	29866	3641
2674	29877	3629
2675	29888	3618
2676	29899	3607
2677	29909	3596
2678	29920	3585
2679	29930	3573
2680	29941	3562
2681	29952	3551
2682	29963	3540
2683	29973	3528
2684	29984	3517
2685	29994	3506
2686	30005	3495
2687	30014	3483
2688	30025	3472
2689	30035	3461
2690	30045	3450
2691	30056	3438
2692	30068	3427
2693	30080	3416
2694	30093	3405
2695	30104	3394
2696	30115	3383
2697	30127	3372
2698	30139	3361
2699	30151	3350
2700	30162	3338
2701	30174	3327
2702	30186	3316
2703	30199	3305
2704	30209	3294
2705	30220	3283
2706	30231	3272
2707	30240	3260
2708	30251	3249
2709	30262	3238
2710	30275	3227
2711	30286	3216
2712	30297	3205
2713	30307	3193
2714	30317	3182
2715	30328	3171
2716	30338	3160
2717	30348	3148
2718	30360	3137
2719	30370	3126
2720	30381	3115
2721	30393	3104
2722	30406	3093
2723	30417	3081
2724	30429	3070
2725	30439	3059
2726	30451	3048
2727	30462	3037
2728	30472	3026
2729	30483	3014
2730	30494	3003
2731	30505	2992
2732	30517	2981
2733	30528	2970
2734	30540	2959
2735	30550	2947
2736	30560	2936
2737	30571	2925
2738	30582	2914
2739	30594	2903
2740	30605	2891
2741	30617	2880
2742	30628	2869
2743	30638	2858
2744	30648	2847
2745	30659	2835
2746	30670	2824
2747	30682	2813
2748	30693	2802
2749	30705	2791
2750	30717	2780
2751	30729	2769
2752	30741	2758
2753	30753	2747
2754	30764	2735
2755	30775	2724
2756	30785	2713
2757	30796	2702
2758	30806	2690
2759	30818	2679
2760	30828	2668
2761	30839	2657
2762	30849	2646
2763	30861	2635
2764	30872	2623
2765	30882	2612
2766	30893	2601
2767	30904	2590
2768	30914	2579
2769	30925	2567
2770	30936	2556
2771	30946	2545
2772	30956	2534
2773	30967	2522
2774	30977	2511
2775	30988	2500
2776	31001	2489
2777	31012	2478
2778	31025	2467
2779	31038	2456
2780	31049	2445
2781	31061	2434
2782	31073	2422
2783	31085	2411
2784	31096	2400
2785	31110	2389
2786	31124	2378
2787	31137	2367
2788	31149	2356
2789	31161	2345
2790	31172	2334
2791	31184	2323
2792	31196	2312
2793	31207	2300
2794	31219	2289
2795	31230	2278
2796	31243	2267
2797	31255	2256
2798	31267	2245
2799	31277	2234
2800	31287	2222
2801	31298	2211
2802	31308	2200
2803	31320	2189
2804	31331	2178
2805	31342	2166
2806	31353	2155
2807	31363	2144
2808	31375	2133
2809	31386	2122
2810	31400	2111
2811	31411	2100
2812	31422	2088
2813	31433	2077
2814	31445	2066
2815	31455	2055
2816	31466	2044
2817	31477	2032
2818	31487	2021
2819	31497	2010
2820	31508	1999
2821	31518	1988
2822	31530	1976
2823	31540	1965
2824	31552	1954
2825	31564	1943
2826	31574	1932
2827	31587	1921
2828	31598	1909
2829	31608	1898
2830	31618	1887
2831	31629	1876
2832	31639	1865
2833	31650	1853
2834	31662	1842
2835	31672	1831
2836	31683	1820
2837	31693	1809
2838	31703	1797
2839	31714	1786
2840	31726	1775
2841	31736	1764
2842	31747	1753
2843	31759	1742
2844	31769	1730
2845	31780	1719
2846	31791	1708
2847	31801	1697
2848	31813	1686
2849	31824	1674
2850	31834	1663
2851	31845	1652
2852	31871	1642
2853	31888	1631
2854	31903	1620
2855	31914	1609
2856	31923	1597
2857	31933	1586
2858	31943	1575
2859	31953	1564
2860	31963	1552
2861	31972	1541
2862	31983	1530
2863	31993	1519
2864	32003	1508
2865	32013	1496
2866	32023	1485
2867	32049	1475
2868	32061	1463
2869	32071	1452
2870	32081	1441
2871	32091	1430
2872	32101	1419
2873	32111	1407
2874	32121	1396
2875	32131	1385
2876	32141	1374
2877	32152	1362
2878	32162	1351
2879	32172	1340
2880	32182	1329
2881	32193	1318
2882	32202	1306
2883	32214	1295
2884	32225	1284
2885	32235	1273
2886	32246	1262
2887	32257	1251
2888	32268	1239
2889	32278	1228
2890	32288	1217
2891	32298	1206
2892	32309	1195
2893	32319	1183
2894	32330	1172
2895	32342	1161
2896	32352	1150
2897	32363	1139
2898	32374	1127
2899	32384	1116
2900	32395	1105
2901	32406	1094
2902	32416	1083
2903	32427	1071
2904	32437	1060
2905	32448	1049
2906	32460	1038
2907	32471	1027
2908	32481	1016
2909	32491	1004
2910	32502	993
2911	32512	982
2912	32523	971
2913	32532	960
2914	32544	948
2915	32554	937
2916	32565	926
2917	32575	915
2918	32586	904
2919	32596	893
2920	32607	881
2921	32618	870
2922	32629	859
2923	32639	848
2924	32649	837
2925	32661	826
2926	32672	814
2927	32682	803
2928	32693	792
2929	32704	781
2930	32714	770
2931	32724	758
2932	32734	747
2933	32743	736
2934	32754	725
2935	32764	714
2936	32775	703
2937	32785	691
2938	32795	680
2939	32805	669
2940	32816	658
2941	32826	647
2942	32836	635
2943	32847	624
2944	32857	613
2945	32869	602
2946	32880	591
2947	32891	580
2948	32901	568
2949	32911	557
2950	32922	546
2951	32932	535
2952	32942	524
2953	32953	513
2954	32964	501
2955	32974	490
2956	32985	479
2957	32996	468
2958	33006	457
2959	33016	446
2960	33026	435
2961	33037	423
2962	33048	412
2963	33058	401
2964	33070	390
2965	33081	379
2966	33091	368
2967	33102	356
2968	33113	345
2969	33122	334
2970	33133	323
2971	33143	312
2972	33155	301
2973	33169	289
2974	33194	278
2975	33212	267
2976	33228	256
2977	33239	245
2978	33252	234
2979	33263	223
2980	33275	212
2981	33287	200
2982	33299	189
2983	33311	178
2984	33322	167
2985	33336	156
2986	33347	145
2987	33359	133
2988	33372	122
2989	33383	111
2990	33393	100
2991	33403	89
2992	33414	78
2993	33425	66
2994	33438	55
2995	33450	44
2996	33461	33
2997	33472	22
2998	33483	11
2999	33493	0
